minutes,video_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
46,14.99416046061366,30.001722137649054,28.1248332192801
47,12.286569877803148,30.4131319630066,28.228888657803843
48,18.396182749422806,31.02029182351121,28.09142301264319
49,15.586595792122152,30.045125036153834,27.418540574495477
50,15.861932099459512,30.5913538543122,27.9817749726048
