timestamp,cpu_pct,cpu_time
2023-02-06 15:26:43.772480648,4,00:00:00
2023-02-06 15:26:43.780259994,4,00:00:00
2023-02-06 15:26:43.787639992,4,00:00:00
2023-02-06 15:26:43.795803992,4,00:00:00
2023-02-06 15:26:43.803302012,4,00:00:00
2023-02-06 15:26:43.80977765,4,00:00:00
2023-02-06 15:26:43.816157061,4,00:00:00
2023-02-06 15:26:43.822663922,4,00:00:00
2023-02-06 15:26:43.829256777,4,00:00:00
2023-02-06 15:26:43.836245069,4,00:00:00
2023-02-06 15:26:43.842413421,4,00:00:00
2023-02-06 15:26:43.848625279,4,00:00:00
2023-02-06 15:26:43.855104155,4,00:00:00
2023-02-06 15:26:43.861672262,4,00:00:00
2023-02-06 15:26:43.871755222,4,00:00:00
2023-02-06 15:26:43.878444678,4,00:00:00
2023-02-06 15:26:43.884896703,4,00:00:00
2023-02-06 15:26:43.891488459,4,00:00:00
2023-02-06 15:26:43.897583029,4,00:00:00
2023-02-06 15:26:43.903839763,4,00:00:00
2023-02-06 15:26:43.910116749,4,00:00:00
2023-02-06 15:26:43.916472911,4,00:00:00
2023-02-06 15:26:43.92316803,4,00:00:00
2023-02-06 15:26:43.930070007,4,00:00:00
2023-02-06 15:26:43.936520541,4,00:00:00
2023-02-06 15:26:43.943096274,4,00:00:00
2023-02-06 15:26:43.949753022,4,00:00:00
2023-02-06 15:26:43.956815243,4,00:00:00
2023-02-06 15:26:43.963589239,4,00:00:00
2023-02-06 15:26:43.970945473,4,00:00:00
2023-02-06 15:26:43.978273786,4,00:00:00
2023-02-06 15:26:43.985641451,4,00:00:00
2023-02-06 15:26:43.994474725,4,00:00:00
2023-02-06 15:26:44.002780703,5,00:00:00
2023-02-06 15:26:44.010169197,5,00:00:00
2023-02-06 15:26:44.017601194,5,00:00:00
2023-02-06 15:26:44.0276853,5,00:00:00
2023-02-06 15:26:44.034497267,5,00:00:00
2023-02-06 15:26:44.042183998,5,00:00:00
2023-02-06 15:26:44.048447553,5,00:00:00
2023-02-06 15:26:44.057695569,2.5,00:00:00
2023-02-06 15:26:44.065249654,2.5,00:00:00
2023-02-06 15:26:44.07294782,2.5,00:00:00
2023-02-06 15:26:44.080003467,2.5,00:00:00
2023-02-06 15:26:44.087779342,2.5,00:00:00
2023-02-06 15:26:44.095700738,2.5,00:00:00
2023-02-06 15:26:44.107159893,2.5,00:00:00
2023-02-06 15:26:44.119489116,2.5,00:00:00
2023-02-06 15:26:44.131939779,2.5,00:00:00
2023-02-06 15:26:44.139736953,2.5,00:00:00
2023-02-06 15:26:44.146051489,2.5,00:00:00
2023-02-06 15:26:44.152750049,2.5,00:00:00
2023-02-06 15:26:44.159326359,2.5,00:00:00
2023-02-06 15:26:44.16571659,2.5,00:00:00
2023-02-06 15:26:44.171940555,2.5,00:00:00
2023-02-06 15:26:44.179209498,2.5,00:00:00
2023-02-06 15:26:44.187147262,2.5,00:00:00
2023-02-06 15:26:44.197288298,2.5,00:00:00
2023-02-06 15:26:44.207501194,2.5,00:00:00
2023-02-06 15:26:44.216037285,3,00:00:00
2023-02-06 15:26:44.222639376,3,00:00:00
2023-02-06 15:26:44.229487102,3,00:00:00
2023-02-06 15:26:44.23915419,3,00:00:00
2023-02-06 15:26:44.249824675,3,00:00:00
2023-02-06 15:26:44.25876168,3,00:00:00
2023-02-06 15:26:44.266348385,3,00:00:00
2023-02-06 15:26:44.274589616,3,00:00:00
2023-02-06 15:26:44.282039767,3,00:00:00
2023-02-06 15:26:44.288691232,3,00:00:00
2023-02-06 15:26:44.295666212,3,00:00:00
2023-02-06 15:26:44.30354151,3,00:00:00
2023-02-06 15:26:44.311633834,3,00:00:00
2023-02-06 15:26:44.318125808,3,00:00:00
2023-02-06 15:26:44.324690244,3,00:00:00
2023-02-06 15:26:44.331694829,3,00:00:00
2023-02-06 15:26:44.338650005,3,00:00:00
2023-02-06 15:26:44.346695922,3,00:00:00
2023-02-06 15:26:44.356111514,3,00:00:00
2023-02-06 15:26:44.362502215,3,00:00:00
2023-02-06 15:26:44.369024543,3,00:00:00
2023-02-06 15:26:44.38015123,3,00:00:00
2023-02-06 15:26:44.390557203,3,00:00:00
2023-02-06 15:26:44.39851369,3,00:00:00
2023-02-06 15:26:44.405333339,3,00:00:00
2023-02-06 15:26:44.415750304,3,00:00:00
2023-02-06 15:26:44.422727519,3,00:00:00
2023-02-06 15:26:44.429068811,3,00:00:00
2023-02-06 15:26:44.435270025,3,00:00:00
2023-02-06 15:26:44.44129778,3,00:00:00
2023-02-06 15:26:44.448191943,3.5,00:00:00
2023-02-06 15:26:44.454929616,3.5,00:00:00
2023-02-06 15:26:44.462543786,3.5,00:00:00
2023-02-06 15:26:44.469701398,3.5,00:00:00
2023-02-06 15:26:44.477074775,3.5,00:00:00
2023-02-06 15:26:44.484176258,3.5,00:00:00
2023-02-06 15:26:44.49043732,3.5,00:00:00
2023-02-06 15:26:44.496625402,3.5,00:00:00
2023-02-06 15:26:44.503098671,3.5,00:00:00
2023-02-06 15:26:44.509325467,3.5,00:00:00
2023-02-06 15:26:44.515686631,3.5,00:00:00
2023-02-06 15:26:44.522045454,3.5,00:00:00
2023-02-06 15:26:44.528407286,3.5,00:00:00
2023-02-06 15:26:44.534687213,3.5,00:00:00
2023-02-06 15:26:44.541438319,3.5,00:00:00
2023-02-06 15:26:44.548740844,3.5,00:00:00
2023-02-06 15:26:44.555235692,3.5,00:00:00
2023-02-06 15:26:44.561933384,3.5,00:00:00
