07-07-2023 18:01:56 RAM 2315/30623MB (lfb 4924x4MB) SWAP 3/15311MB (cached 0MB) CPU [7%@729,3%@736,1%@728,2%@728,3%@729,1%@729,0%@726,0%@729,4%@1969,3%@1900,0%@2029,0%@2029] EMC_FREQ 7%@204 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@47.812C Tdiode@36.5C SOC2@43.687C SOC0@44.593C CV1@-256C GPU@42C SOC1@44.125C CV2@-256C VDD_GPU_SOC 4755mW/4755mW VDD_CPU_CV 1188mW/1188mW VIN_SYS_5V0 3818mW/3818mW NC 0mW/0mW VDDQ_VDD2_1V8AO 803mW/803mW NC 0mW/0mW
07-07-2023 18:01:58 RAM 2312/30623MB (lfb 4924x4MB) SWAP 3/15311MB (cached 0MB) CPU [7%@2193,0%@719,1%@729,1%@731,3%@729,4%@729,4%@730,1%@731,4%@729,2%@729,4%@727,0%@729] EMC_FREQ 3%@204 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@47.687C Tdiode@36.5C SOC2@43.593C SOC0@44.593C CV1@-256C GPU@42.062C SOC1@44C CV2@-256C VDD_GPU_SOC 4755mW/4755mW VDD_CPU_CV 1188mW/1188mW VIN_SYS_5V0 3818mW/3818mW NC 0mW/0mW VDDQ_VDD2_1V8AO 803mW/803mW NC 0mW/0mW
07-07-2023 18:01:59 RAM 2311/30623MB (lfb 4924x4MB) SWAP 3/15311MB (cached 0MB) CPU [9%@2192,1%@716,0%@729,2%@729,7%@728,3%@729,6%@756,1%@729,7%@728,3%@729,1%@735,0%@728] EMC_FREQ 0%@2133 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@47.562C Tdiode@36.5C SOC2@43.593C SOC0@44.5C CV1@-256C GPU@42.156C SOC1@44.062C CV2@-256C VDD_GPU_SOC 4755mW/4755mW VDD_CPU_CV 1188mW/1188mW VIN_SYS_5V0 3924mW/3853mW NC 0mW/0mW VDDQ_VDD2_1V8AO 805mW/803mW NC 0mW/0mW
07-07-2023 18:02:00 RAM 2311/30623MB (lfb 4924x4MB) SWAP 3/15311MB (cached 0MB) CPU [7%@728,1%@728,2%@729,0%@729,5%@723,3%@728,0%@756,3%@729,7%@729,5%@749,4%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@47.468C Tdiode@36.25C SOC2@43.687C SOC0@44.375C CV1@-256C GPU@42.062C SOC1@43.937C CV2@-256C VDD_GPU_SOC 4755mW/4755mW VDD_CPU_CV 1188mW/1188mW VIN_SYS_5V0 4119mW/3919mW NC 0mW/0mW VDDQ_VDD2_1V8AO 803mW/803mW NC 0mW/0mW
07-07-2023 18:02:01 RAM 2312/30623MB (lfb 4924x4MB) SWAP 3/15311MB (cached 0MB) CPU [6%@1062,0%@762,0%@729,0%@729,5%@729,2%@728,0%@747,2%@729,5%@732,2%@729,0%@728,1%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@47.437C Tdiode@36.25C SOC2@43.656C SOC0@44.468C CV1@-256C GPU@41.843C SOC1@43.875C CV2@-256C VDD_GPU_SOC 4755mW/4755mW VDD_CPU_CV 1188mW/1188mW VIN_SYS_5V0 4220mW/3979mW NC 0mW/0mW VDDQ_VDD2_1V8AO 803mW/803mW NC 0mW/0mW
07-07-2023 18:02:02 RAM 2311/30623MB (lfb 4924x4MB) SWAP 3/15311MB (cached 0MB) CPU [8%@729,1%@729,0%@729,1%@731,7%@729,2%@723,1%@731,1%@729,4%@731,6%@728,0%@729,1%@729] EMC_FREQ 1%@204 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@47.531C Tdiode@36.25C SOC2@43.687C SOC0@44.437C CV1@-256C GPU@41.875C SOC1@43.843C CV2@-256C VDD_GPU_SOC 4755mW/4755mW VDD_CPU_CV 1188mW/1188mW VIN_SYS_5V0 4220mW/4019mW NC 0mW/0mW VDDQ_VDD2_1V8AO 803mW/803mW NC 0mW/0mW
07-07-2023 18:02:03 RAM 2309/30623MB (lfb 4924x4MB) SWAP 3/15311MB (cached 0MB) CPU [7%@730,0%@729,3%@720,0%@732,4%@729,4%@729,2%@728,1%@725,8%@729,5%@729,4%@730,1%@729] EMC_FREQ 1%@204 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@47.437C Tdiode@36.25C SOC2@43.468C SOC0@44.375C CV1@-256C GPU@41.656C SOC1@43.906C CV2@-256C VDD_GPU_SOC 4755mW/4755mW VDD_CPU_CV 1188mW/1188mW VIN_SYS_5V0 4220mW/4048mW NC 0mW/0mW VDDQ_VDD2_1V8AO 803mW/803mW NC 0mW/0mW
07-07-2023 18:02:04 RAM 2305/30623MB (lfb 4924x4MB) SWAP 3/15311MB (cached 0MB) CPU [8%@731,1%@729,4%@729,2%@729,4%@730,1%@728,2%@729,2%@729,3%@921,5%@911,4%@959,1%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@47.687C Tdiode@36.5C SOC2@43.5C SOC0@44.375C CV1@-256C GPU@42C SOC1@43.906C CV2@-256C VDD_GPU_SOC 4755mW/4755mW VDD_CPU_CV 1188mW/1188mW VIN_SYS_5V0 4126mW/4058mW NC 0mW/0mW VDDQ_VDD2_1V8AO 805mW/803mW NC 0mW/0mW
07-07-2023 18:02:05 RAM 2303/30623MB (lfb 4924x4MB) SWAP 3/15311MB (cached 0MB) CPU [9%@2194,1%@729,3%@729,1%@729,4%@729,2%@729,1%@727,3%@731,7%@729,2%@726,4%@707,2%@730] EMC_FREQ 2%@204 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@47.468C Tdiode@36.25C SOC2@43.562C SOC0@44.343C CV1@-256C GPU@41.75C SOC1@43.843C CV2@-256C VDD_GPU_SOC 4755mW/4755mW VDD_CPU_CV 1188mW/1188mW VIN_SYS_5V0 4126mW/4065mW NC 0mW/0mW VDDQ_VDD2_1V8AO 803mW/803mW NC 0mW/0mW
07-07-2023 18:02:06 RAM 2301/30623MB (lfb 4924x4MB) SWAP 3/15311MB (cached 0MB) CPU [5%@730,2%@729,2%@724,3%@729,3%@729,0%@699,1%@729,1%@731,5%@731,4%@730,4%@717,2%@728] EMC_FREQ 0%@2133 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@47.25C Tdiode@36.5C SOC2@43.5C SOC0@44.312C CV1@-256C GPU@41.875C SOC1@43.812C CV2@-256C VDD_GPU_SOC 4755mW/4755mW VDD_CPU_CV 1188mW/1188mW VIN_SYS_5V0 4119mW/4071mW NC 0mW/0mW VDDQ_VDD2_1V8AO 803mW/803mW NC 0mW/0mW
07-07-2023 18:02:07 RAM 2297/30623MB (lfb 4924x4MB) SWAP 3/15311MB (cached 0MB) CPU [7%@729,1%@729,1%@729,0%@729,5%@731,3%@729,1%@734,3%@725,6%@729,4%@730,3%@750,3%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@47.218C Tdiode@36.5C SOC2@43.468C SOC0@44.281C CV1@-256C GPU@41.531C SOC1@43.718C CV2@-256C VDD_GPU_SOC 4755mW/4755mW VDD_CPU_CV 1188mW/1188mW VIN_SYS_5V0 3918mW/4057mW NC 0mW/0mW VDDQ_VDD2_1V8AO 803mW/803mW NC 0mW/0mW
