minutes,model_training-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1408,13.012260023528649,8.940495921148957,19.39495325848515
1409,13.917311983101214,9.631976242011024,15.189144343032357
1410,13.404976963076088,10.975593544253767,15.988027137457438
1411,12.811810735637511,11.490913572703157,17.523755468625495
1412,14.099321164471142,10.784219099790201,18.51773643515833
1413,12.908094586971655,10.967717588619035,16.896553317544214
1414,14.493548688976233,6.635619805201562,15.698329549809571
1415,10.129544883795754,19.89539041903654,20.958434889706567
1416,14.122639750927657,11.53303436418659,14.39534237544979
1417,10.339902194022287,19.93309637943605,22.12971843837155
1418,14.011735997501033,9.265496641814336,16.234797323215915
1419,12.085430200908243,10.709445320521471,20.526888926186757
1420,11.654190618962375,12.362030178435742,20.25667275014039
1421,11.980220898997505,15.769576243738364,15.302906267816256
1422,13.785953637391998,9.6597291734678,16.657396815234886
1423,11.876899539489536,7.4848442789561656,23.285039343306956
1424,10.903003660615177,9.881745209501098,17.664036998559816
1425,10.841208560739073,15.730763389729125,18.184685576731503
1426,12.847406492506174,8.489920899129173,21.070738646896615
1427,15.455351022788047,9.477544571148297,13.915016058398445
1428,12.682390862448152,9.430902700236896,17.88447203033527
1429,12.786505047725631,8.566647128076099,17.595075275377717
1430,8.383307971026273,10.531920574405905,231.64891280239246
1431,12.500038856811406,23.479494612959936,
