minute,perf_rapl,igpm,x_rest
1288,38.924705882352946,62.857059186543495,23.93235330419055
1289,43.554833333333335,68.60520162710922,25.0503682937759
1290,47.153,73.61933469303194,26.46633469303195
1291,45.651833333333336,72.35372597572083,26.701892642387495
1292,45.79766666666667,72.2329248547184,26.435258188051726
1293,43.108333333333334,68.02710743992868,24.91877410659536
1294,48.875,75.2987857672717,26.42378576727169
1295,42.084666666666664,68.09111756140848,26.00645089474182
1296,44.507,70.41806831869768,25.91106831869768
1297,54.067,83.42657775956087,29.359577759560874
1298,44.91433333333334,71.55176910109321,26.637435767759886
1299,39.17153846153846,63.152518701339645,23.980980239801177
