minutes,model_training-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1288,77.47451102604188,12.755122744370611,11.243448192883116
1289,29.155063285375025,17.130499963245505,36.724883760744056
1290,60.35692403007738,11.6285911342804,17.7166643090901
1291,56.729850850865965,15.539879499415232,31.14525894264475
1292,43.22032540050579,10.954482967626683,39.56116293548833
1293,57.284603300867225,9.532058841343153,22.0767738025392
1294,72.74156144909377,14.573784304244452,51.39762306191829
1295,64.50514625874253,13.72231470878602,26.170853852348785
1296,44.4186183872782,11.255871219957422,27.896512242913385
1297,40.26489140738272,14.021876655445862,37.781023972350816
1298,148.26074653864814,6.687833215297986,34.30942217327866
1299,,,
