seconds,perf_rapl,energy_ram,retired_instructions,ipmi,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,x_rest
62349,21.43,10.57,196086132.0,138.0,383993269632.0,30114783.0,0.13422853333333334,8.0,50.649106,4.01,1.0,5.7,116.57
62350,20.24,7.48,139712186.0,155.0,384023384415.0,37947513.0,0.15091028333333334,9.0,30.114783,4.01,1.0,5.5,134.76
62351,29.23,21.32,2455707804.0,144.0,384061331928.0,40085784.0,0.16758865,10.0,37.947513,3.69,0.0,5.0,114.77
62352,24.8,16.5,1888042155.0,117.0,384101417712.0,32248924.0,0.18426713333333333,11.0,40.085784,3.69,0.0,4.9,92.2
62353,20.99,10.09,316529810.0,143.0,384133666636.0,30662852.0,0.20094613333333333,12.0,32.248924,3.69,2.0,4.6,122.01
62354,20.88,9.96,244652146.0,95.0,384164329488.0,29215877.0,0.21762518333333333,13.0,30.662852,3.69,2.0,4.3,74.12
62355,20.32,8.4,186915897.0,102.0,384193545365.0,30243275.0,0.23430441666666668,14.0,29.215877,3.39,0.0,4.4,81.68
62356,20.35,8.55,144999017.0,93.0,384223788640.0,29411140.0,0.25098338333333337,15.0,30.243275,3.39,0.0,4.2,72.65
62357,20.18,7.88,190038345.0,102.0,384253199780.0,29339208.0,0.26766286666666667,16.0,29.41114,3.39,0.0,3.9,81.82
62358,19.85,7.81,121865709.0,101.0,384282538988.0,29483558.0,0.2843423333333333,17.0,29.339208,3.39,0.0,3.8,81.15
62359,20.27,8.8,191652318.0,97.0,384312022546.0,29213687.0,0.30102423333333334,18.0,29.483558,3.39,0.0,3.8,76.73
62360,20.36,8.91,190198732.0,96.0,384341236233.0,29592591.0,0.31770333333333334,19.0,29.213687,3.39,0.0,3.6,75.64
62361,19.84,7.41,121696726.0,96.0,384370828824.0,29802974.0,0.33438315,20.0,29.592591,3.12,0.0,3.5,76.16
62362,20.29,8.46,188234773.0,95.0,384400631798.0,28843733.0,0.35106196666666667,21.0,29.802974,3.12,0.0,3.5,74.71000000000001
62363,20.18,8.16,188330376.0,109.0,384429475531.0,29851205.0,0.3677427833333333,22.0,28.843733,3.12,0.0,3.4,88.82
62364,19.92,8.16,122361626.0,89.0,384459326736.0,29444934.0,0.38442376666666667,23.0,29.851205,3.12,0.0,3.4,69.08
62365,20.3,8.79,189218457.0,99.0,384488771670.0,29265114.0,0.40110198333333336,24.0,29.444934,2.87,0.0,3.3,78.7
62366,20.27,8.63,196208039.0,104.0,384518036784.0,29465111.0,0.41778105000000004,25.0,29.265114,2.87,0.0,3.2,83.73
62367,19.91,7.5,122446783.0,104.0,384547501895.0,29799421.0,0.43445941666666665,26.0,29.465111,2.87,0.0,3.2,84.09
62368,20.24,8.78,189233870.0,100.0,384577301316.0,28995048.0,0.4511388833333333,27.0,29.799421,2.87,0.0,3.1,79.76
62369,20.56,9.0,190313089.0,97.0,384606296364.0,30214080.0,0.46781778333333335,28.0,28.995048,2.87,0.0,3.1,76.44
62370,19.91,8.11,121765039.0,98.0,384636510444.0,29514486.0,0.4844973666666667,29.0,30.21408,2.87,0.0,3.0,78.09
62371,20.26,8.14,190006911.0,104.0,384666024930.0,28956110.0,0.5011769,30.0,29.514486,2.72,0.0,3.0,83.74
62372,20.27,8.14,185489757.0,88.0,384694981040.0,29918972.0,0.5178550666666667,31.0,28.95611,2.72,0.0,3.0,67.73
62373,20.01,7.89,125193085.0,88.0,384724900012.0,29113078.0,0.5345338333333333,32.0,29.918972,2.72,0.0,2.9,67.99
62374,20.13,7.82,187746269.0,94.0,384754013090.0,29500751.0,0.5512128000000001,33.0,29.113078,2.72,0.0,2.9,73.87
62375,20.43,8.72,184715313.0,106.0,384783513841.0,29872214.0,0.5678914833333334,34.0,29.500751,2.5,0.0,2.9,85.57
62376,19.91,8.19,135338766.0,107.0,384813386055.0,28928961.0,0.5845708666666667,35.0,29.872214,2.5,0.0,2.8,87.09
62377,20.4,8.9,189590129.0,104.0,384842315016.0,30109110.0,0.6012489666666667,36.0,28.928961,2.5,0.0,2.8,83.6
62378,19.82,7.92,121360499.0,106.0,384872424126.0,29460550.0,0.6179283166666667,37.0,30.10911,2.5,0.0,2.8,86.18
62379,20.26,8.28,190779945.0,103.0,384901884676.0,29240012.0,0.63460765,38.0,29.46055,2.5,0.0,2.8,82.74
62380,20.64,8.92,187107606.0,93.0,384931124688.0,29880871.0,0.6512861166666667,39.0,29.240012,2.5,0.0,2.7,72.36
62381,19.94,8.1,122480126.0,91.0,384961005559.0,29920004.0,0.6679657333333334,40.0,29.880871,2.3,0.0,2.7,71.06
62382,20.25,8.66,187045944.0,89.0,384990925563.0,28889697.0,0.68464605,41.0,29.920004,2.3,0.0,2.7,68.75
62383,20.83,10.11,196174163.0,104.0,385019815260.0,30637953.0,0.7013258166666667,42.0,28.889697,2.3,0.0,2.7,83.17
62384,19.9,7.65,122527265.0,102.0,385050453213.0,29604403.0,0.7180057000000001,43.0,30.637953,2.3,0.0,2.6,82.1
62385,20.47,8.79,189766931.0,102.0,385080057616.0,29313188.0,0.7346845333333333,44.0,29.604403,2.12,0.0,2.6,81.53
62386,20.4,8.44,196094850.0,99.0,385109370804.0,29951708.0,0.7513649833333333,45.0,29.313188,2.12,0.0,2.6,78.6
62387,20.07,8.38,124058086.0,97.0,385139322512.0,29806608.0,0.76803795,46.0,29.951708,2.12,0.0,2.6,76.93
62388,20.09,8.3,187015818.0,98.0,385169129120.0,28862278.0,0.7847161,47.0,29.806608,2.12,0.0,2.6,77.91
62389,20.43,9.15,191697368.0,95.0,385197991398.0,29852286.0,0.80139435,48.0,28.862278,2.12,0.0,2.6,74.57
62390,20.0,7.49,120899995.0,89.0,385227843684.0,29213266.0,0.8180729833333333,49.0,29.852286,2.12,0.0,2.5,69.0
62391,20.42,8.84,189102509.0,101.0,385257056950.0,30031871.0,0.8347534499999999,50.0,29.213266,2.11,0.0,2.5,80.58
62392,20.41,8.6,187445305.0,89.0,385287088821.0,29777191.0,0.8514315499999999,51.0,30.031871,2.11,0.0,2.5,68.59
62393,20.08,8.47,123655836.0,100.0,385316866012.0,29363865.0,0.8681113166666666,52.0,29.777191,2.11,0.0,2.5,79.92
62394,20.14,8.18,187217525.0,107.0,385346229877.0,29407515.0,0.8847890666666667,53.0,29.363865,2.11,0.0,2.5,86.86
62395,20.28,8.3,188546237.0,112.0,385375637392.0,29598869.0,0.90146785,54.0,29.407515,1.94,0.0,2.5,91.72
62396,20.0,8.06,129823064.0,111.0,385405236261.0,29246580.0,0.9181474000000001,55.0,29.598869,1.94,0.0,2.5,91.0
62397,20.27,8.15,189237511.0,102.0,385434482841.0,29618723.0,0.9348282333333333,56.0,29.24658,1.94,0.0,2.5,81.73
62398,19.89,7.71,119632380.0,95.0,385464101564.0,29893738.0,0.95150905,57.0,29.618723,1.94,0.0,2.4,75.11
62399,20.36,8.46,190659682.0,93.0,385493995302.0,29037698.0,0.9681892,58.0,29.893738,1.94,0.0,2.4,72.64
62400,20.52,9.36,186844266.0,92.0,385523033000.0,30136378.0,0.9848703666666666,59.0,29.037698,1.94,0.0,2.4,71.48
62401,20.01,7.59,123350318.0,92.0,385553169378.0,29740986.0,1.00154905,60.0,30.136378,1.78,0.0,2.4,71.99
62402,20.26,8.38,187280500.0,97.0,385582910364.0,29044101.0,1.0182295666666668,61.0,29.740986,1.78,0.0,2.4,76.74
62403,20.41,8.79,189634997.0,107.0,385611954465.0,29817139.0,1.0349098333333333,62.0,29.044101,1.78,0.0,2.4,86.59
62404,19.87,7.63,121460126.0,101.0,385641771604.0,29429476.0,1.05158905,63.0,29.817139,1.78,0.0,2.4,81.13
62405,20.1,8.22,189496915.0,94.0,385671201080.0,-385658141218.0,1.0682687999999998,64.0,29.429476,1.64,0.0,2.4,73.9
62406,20.44,9.3,195273487.0,95.0,385671201080.0,-385658141218.0,1.0682687999999998,64.0,29.429476,1.64,0.0,2.4,74.56
62407,19.99,7.52,123877957.0,96.0,43154745.0,28995736.0,1.1016281833333332,66.0,30.104883,1.64,0.0,2.3,76.01
62408,20.17,8.38,186378173.0,95.0,72150481.0,29652815.0,1.1183090500000001,67.0,28.995736,1.64,0.0,2.3,74.83
62409,20.39,8.49,190363527.0,88.0,101803296.0,29678614.0,1.1349885,68.0,29.652815,1.64,0.0,2.3,67.61
