minutes,cnn_image_classification-0-0.0.1,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1223,,,,,
1225,29.816395139058475,,5.480585714269389,14.416078230184093,26.122239261964634
1226,27.44245645382226,,6.227897498352642,17.03093492633018,23.031640403340432
1227,28.300318250237197,,5.818123744434007,18.12903545109461,23.24159786182089
1228,20.40465964638763,,6.256260560014707,15.486613356665627,25.156245766800737
1229,24.42354512896143,,6.939883775659252,15.821442558657845,22.55520976684177
1230,34.028274346412786,,5.967895689332507,14.221099949898793,24.00613558378305
1231,31.119697732543123,,6.256756978909658,14.571675282120397,22.694906572178628
1232,23.61398384205667,,6.023911865508215,16.385221727936553,19.85318625031537
1233,30.58332749929928,,5.586820688105355,14.354946242795254,25.12710206331038
1234,30.12799049841116,,5.8941359887121525,13.798473031295483,19.70468095410144
1235,26.71374798260942,,6.177802601396843,16.217867734021013,25.28411368551841
1236,,,,,
