timestamp,consumption,pid,fqdn
1693959961,10.06398,,total
1693959963,9.671684,,total
1693959964,9.339816,,total
1693959965,9.862149,,total
1693959967,10.287817,,total
1693959968,9.419743,,total
1693959969,9.897811,,total
1693959971,9.376961,,total
1693959972,10.050041,,total
1693959973,9.796746,,total
1693959975,10.007559,,total
1693959976,10.149397,,total
1693959977,9.979501,,total
1693959979,9.562763,,total
1693959980,9.010083,,total
1693959981,9.568575,,total
1693959983,9.902487,,total
1693959984,9.489772,,total
1693959985,9.309115,,total
1693959987,9.662023,,total
1693959988,9.524008,,total
1693959989,9.524113,,total
1693959991,9.382913,,total
1693959992,9.48487,,total
1693959994,9.607883,,total
1693959995,9.424739,,total
1693959996,10.102365,,total
1693959998,9.702285,,total
1693959999,9.496249,,total
1693960000,9.282697,,total
1693960002,9.859662,,total
1693960003,9.244068,,total
1693960005,9.553148,,total
1693960006,9.592266,,total
1693960007,9.758564,,total
1693960009,9.54721,,total
1693960010,9.653528,,total
1693960011,9.907233,,total
1693960013,9.636694,,total
1693960014,9.606089,,total
1693960016,9.918739,,total
1693960017,10.497488,,total
1693960018,9.506507,,total
1693960020,9.895115,,total
1693960021,31.083034,,total
1693960022,61.02419,,total
1693960024,62.983092,,total
1693960025,61.452156,,total
1693960027,67.75561,,total
1693960028,70.89149,,total
1693960030,51.425004,,total
1693960031,42.794264,,total
1693960033,56.35983,,total
1693960034,63.19384,,total
1693960036,52.769936,,total
1693960037,40.15176,,total
1693960038,36.353132,,total
1693960040,54.70931,,total
1693960041,54.54711,,total
1693960043,53.014816,,total
1693960044,43.01413,,total
1693960045,49.81674,,total
1693960047,48.760428,,total
1693960048,42.76434,,total
1693960050,51.629276,,total
1693960051,21.237092,,total
1693960052,30.251092,,total
1693960054,56.690052,,total
1693960055,44.200476,,total
1693960056,61.97299,,total
1693960058,70.23819,,total
1693960059,51.391536,,total
1693960061,48.017424,,total
1693960062,67.11611,,total
1693960064,55.509136,,total
1693960065,35.32343,,total
1693960066,56.416104,,total
1693960068,59.199412,,total
1693960069,42.52457,,total
1693960071,57.28225,,total
1693960072,58.89544,,total
1693960073,33.09401,,total
1693960075,47.79072,,total
1693960076,45.238976,,total
1693960078,23.282048,,total
1693960079,40.30795,,total
1693960080,61.44867,,total
1693960082,59.15508,,total
1693960083,68.59467,,total
1693960085,74.00725,,total
1693960087,59.035636,,total
1693960088,55.24599,,total
1693960089,40.952636,,total
1693960091,27.793484,,total
1693960092,29.665652,,total
1693960094,51.575304,,total
1693960095,37.158496,,total
1693960096,42.120416,,total
1693960098,56.329532,,total
1693960099,53.646252,,total
1693960101,65.016756,,total
1693960102,54.077436,,total
1693960104,57.388344,,total
1693960105,51.38304,,total
1693960107,55.25527,,total
1693960108,62.64725,,total
1693960110,58.212744,,total
1693960111,50.75163,,total
1693960113,51.3825,,total
1693960114,30.466552,,total
1693960115,29.945956,,total
1693960117,52.604816,,total
1693960118,58.35683,,total
1693960120,63.721564,,total
1693960121,26.427092,,total
1693960123,36.693108,,total
1693960124,40.396284,,total
1693960125,63.124092,,total
1693960127,71.774936,,total
1693960129,60.919616,,total
1693960130,72.40388,,total
1693960132,74.46834,,total
1693960134,59.497184,,total
1693960135,47.75536,,total
1693960137,44.22627,,total
1693960138,53.101316,,total
1693960139,52.627816,,total
1693960141,53.103932,,total
1693960142,53.4256,,total
1693960144,54.248584,,total
1693960145,59.43539,,total
1693960147,56.405964,,total
1693960148,49.35714,,total
1693960149,40.85906,,total
1693960151,41.25296,,total
1693960152,27.882984,,total
1693960154,39.82327,,total
1693960155,52.476,,total
1693960156,63.091504,,total
1693960158,51.39725,,total
1693960159,51.625252,,total
1693960161,42.647868,,total
1693960162,55.30489,,total
1693960164,58.29459,,total
1693960166,64.45789,,total
1693960167,69.08207,,total
1693960169,52.948932,,total
1693960170,59.07233,,total
1693960172,66.875976,,total
1693960173,58.122868,,total
1693960175,55.54291,,total
1693960176,41.509464,,total
1693960178,44.794104,,total
1693960179,42.355604,,total
1693960181,64.246372,,total
1693960182,58.703304,,total
1693960184,54.691476,,total
1693960185,41.629656,,total
1693960186,61.71616,,total
1693960188,45.61855,,total
1693960189,60.31473,,total
1693960191,56.489424,,total
1693960192,54.935244,,total
1693960194,59.7456,,total
1693960195,67.75981,,total
1693960197,77.15307,,total
1693960199,75.23505,,total
1693960200,77.22069,,total
1693960202,69.13914,,total
1693960204,66.676184,,total
1693960205,73.69803,,total
1693960207,52.661284,,total
1693960208,38.66321,,total
1693960210,34.391064,,total
1693960211,51.90826,,total
1693960213,59.29869,,total
1693960214,62.150776,,total
1693960216,57.074244,,total
1693960217,54.737116,,total
1693960218,46.36499,,total
1693960220,54.24906,,total
1693960221,53.08867,,total
1693960223,41.12251,,total
1693960224,50.280148,,total
1693960226,57.545376,,total
1693960227,64.315332,,total
1693960229,45.45442,,total
1693960230,57.82949,,total
1693960231,62.82206,,total
1693960233,51.571188,,total
1693960235,54.82312,,total
1693960237,65.535944,,total
1693960239,61.26953,,total
1693960240,68.94777,,total
1693960242,72.43609,,total
1693960243,71.84328,,total
1693960245,70.26301,,total
1693960247,69.54924,,total
1693960248,71.074456,,total
1693960250,67.33189,,total
1693960251,58.528028,,total
1693960253,70.72257,,total
1693960254,67.803864,,total
1693960256,49.453944,,total
1693960257,65.448544,,total
1693960259,63.17829,,total
1693960261,60.979936,,total
1693960262,72.60963,,total
1693960263,56.202612,,total
1693960265,51.523692,,total
1693960266,77.002344,,total
1693960268,65.34247,,total
1693960269,50.53929,,total
1693960270,44.120936,,total
1693960272,50.09916,,total
1693960273,47.962428,,total
1693960275,54.158684,,total
1693960276,53.325184,,total
1693960278,65.19372,,total
1693960279,45.683124,,total
1693960280,60.941732,,total
1693960282,61.907136,,total
1693960283,69.73527,,total
1693960285,78.31886,,total
1693960287,68.537896,,total
1693960288,71.81957,,total
1693960290,70.78537,,total
1693960291,71.71845,,total
1693960293,68.53728,,total
1693960295,71.339176,,total
1693960296,72.41071,,total
1693960298,78.018504,,total
1693960299,71.52528,,total
1693960301,64.42684,,total
1693960302,64.93013,,total
1693960304,62.50092,,total
1693960306,49.626844,,total
1693960307,61.03191,,total
1693960309,66.60413,,total
1693960310,39.466624,,total
1693960311,34.27544,,total
1693960313,48.295704,,total
1693960314,63.704572,,total
1693960316,74.48191,,total
1693960317,47.67234,,total
1693960319,23.604244,,total
1693960320,63.179144,,total
1693960322,69.12579,,total
1693960323,72.3613,,total
1693960325,67.16204,,total
1693960327,66.24141,,total
1693960328,65.958628,,total
1693960330,53.53453,,total
1693960331,51.759268,,total
1693960333,66.841516,,total
1693960334,63.042704,,total
1693960336,68.99256,,total
1693960337,74.048,,total
1693960339,62.12832,,total
1693960340,62.31077,,total
1693960342,59.40166,,total
1693960343,54.524704,,total
1693960345,54.298896,,total
1693960346,45.97792,,total
1693960347,49.97389,,total
1693960349,59.782148,,total
1693960350,49.65136,,total
1693960352,50.025012,,total
1693960353,30.160444,,total
1693960354,41.702732,,total
1693960356,63.323336,,total
1693960357,56.76796,,total
1693960359,52.685184,,total
1693960360,51.846012,,total
1693960362,50.519052,,total
1693960363,42.1884,,total
1693960365,47.123012,,total
1693960366,52.549504,,total
1693960368,53.59081,,total
1693960369,55.09419,,total
1693960371,41.950664,,total
1693960372,52.686932,,total
1693960373,52.244744,,total
1693960375,57.51399,,total
1693960376,60.805944,,total
1693960378,69.13863,,total
1693960380,66.606984,,total
1693960381,70.273416,,total
1693960383,67.88858,,total
1693960384,71.10243,,total
1693960386,58.244656,,total
1693960388,56.540704,,total
1693960389,63.082324,,total
1693960391,66.021372,,total
1693960393,66.29759,,total
1693960394,60.367628,,total
1693960396,65.42363,,total
1693960398,65.935068,,total
1693960399,69.60057,,total
1693960401,69.22077,,total
1693960403,58.813016,,total
1693960405,39.626656,,total
1693960407,68.369656,,total
1693960408,73.11687,,total
1693960410,73.04677,,total
1693960412,71.68716,,total
1693960414,71.26699,,total
1693960415,55.35887,,total
1693960416,71.43702,,total
1693960418,71.04586,,total
1693960420,42.15631,,total
1693960421,52.38439,,total
1693960422,69.29737,,total
1693960424,69.84886,,total
1693960426,65.664844,,total
1693960427,65.579932,,total
1693960429,73.91874,,total
1693960431,75.07134,,total
1693960432,69.405944,,total
1693960434,65.24976,,total
1693960436,60.65915,,total
1693960437,67.46865,,total
1693960439,65.063428,,total
1693960441,73.99977,,total
1693960443,67.09165,,total
1693960445,64.862412,,total
1693960446,64.787176,,total
1693960448,64.924816,,total
1693960450,64.949464,,total
1693960451,64.756844,,total
1693960453,64.5004,,total
1693960455,62.50265,,total
1693960456,54.211492,,total
1693960458,57.29246,,total
1693960459,70.67152,,total
1693960461,72.85622,,total
1693960462,66.808348,,total
1693960464,51.51182,,total
1693960465,47.153388,,total
1693960467,65.45395,,total
1693960468,59.555748,,total
1693960470,65.38112,,total
1693960471,74.94144,,total
1693960473,75.429656,,total
1693960474,67.60126,,total
1693960476,68.50543,,total
1693960478,65.602724,,total
1693960479,64.79163,,total
1693960481,64.89406,,total
1693960483,64.942204,,total
1693960485,60.410336,,total
1693960488,25.71834,,total
1693960489,73.65402,,total
1693960491,70.863864,,total
1693960493,72.23791,,total
1693960495,68.96271,,total
1693960496,73.5631,,total
1693960498,76.98457,,total
1693960500,76.292344,,total
1693960501,66.387944,,total
1693960503,60.553924,,total
1693960504,55.16579,,total
1693960506,57.536336,,total
1693960508,59.90572,,total
1693960509,66.572868,,total
1693960511,75.08838,,total
1693960513,67.94819,,total
1693960514,67.396024,,total
1693960516,69.016056,,total
1693960518,64.73505,,total
1693960520,64.861424,,total
1693960521,64.80279,,total
1693960523,64.66368,,total
1693960525,61.575824,,total
1693960526,65.805064,,total
1693960528,65.248548,,total
1693960529,61.362096,,total
1693960531,46.47093,,total
1693960533,49.76268,,total
1693960534,70.72479,,total
1693960536,74.34133,,total
1693960537,73.12674,,total
1693960539,70.24286,,total
1693960541,52.78809,,total
1693960542,42.643804,,total
1693960544,55.44626,,total
1693960545,36.33684,,total
1693960546,53.827284,,total
1693960548,67.87302,,total
1693960550,64.46633,,total
1693960551,63.691736,,total
1693960553,62.429304,,total
1693960555,71.57425,,total
1693960556,76.621384,,total
1693960558,75.94131,,total
1693960560,71.29785,,total
1693960561,70.193224,,total
1693960563,67.88255,,total
1693960565,66.894444,,total
1693960566,66.038012,,total
1693960568,65.97975,,total
1693960570,65.152124,,total
1693960572,64.778184,,total
1693960573,65.091784,,total
1693960575,64.86972,,total
1693960577,64.766436,,total
1693960578,64.99641,,total
1693960580,63.023716,,total
1693960582,66.859868,,total
1693960584,64.92252,,total
1693960585,65.054212,,total
1693960587,64.909056,,total
1693960589,64.98073,,total
1693960591,65.05798,,total
1693960592,64.97849,,total
1693960594,64.901932,,total
1693960596,64.945876,,total
1693960597,65.057344,,total
1693960599,65.01511,,total
1693960601,64.99572,,total
1693960603,64.799616,,total
1693960604,64.999536,,total
1693960606,61.55571,,total
1693960608,58.986124,,total
1693960610,64.014884,,total
1693960611,66.69252,,total
1693960613,66.92873,,total
1693960614,55.25432,,total
1693960616,65.442884,,total
1693960617,73.83121,,total
1693960619,70.18494,,total
1693960621,65.020668,,total
1693960623,61.29671,,total
1693960624,64.942504,,total
1693960626,58.17475,,total
1693960627,67.96518,,total
1693960629,65.56657,,total
