minutes,cnn_image_classification-0-0.0.1,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1137,,,,,
1139,8.892462472283478,,7.582002780035401,5.611106506611399,7.1198550803813045
1140,3.7434731774285135,,4.151653709845878,6.619618686685302,6.6639552051802085
1141,10.745985500824013,,5.516333877201572,5.985194485112759,11.176097068499557
1142,5.429683409953287,,4.670427204654749,3.6688378150357908,3.3269858981845237
1143,6.067649382592185,,4.737237884531751,5.306761344239649,6.945767882086221
1144,5.142671386892128,,5.42529320434278,5.4797592295495585,6.773095807721052
1145,6.3190709649137835,,5.316910646968028,6.147520594172213,6.422177954306398
1146,6.699587441766829,,3.999879380039597,5.299649914678714,9.215905792423856
1147,3.9736170084789255,,3.907574138401878,4.705433834094687,4.208912456361225
1148,3.8556327029818545,,4.887747713190947,3.712332822015936,2.334937643556456
1149,5.7870527262459115,,3.3436309106451887,4.607875872361947,3.221534772848707
1150,2.996359004814724,,2.8238110733955737,2.5266010267055243,3.465286864935755
1151,5.425806563189784,,3.6764859579336977,4.121615254505416,8.844955435441985
1152,,,,,
