minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
25,39.600204725560495,47.3575009580501,29.041371268320244,34.30911926989719
26,38.85830752420111,48.14553426189595,28.397327718221355,33.36471879631008
27,40.401035046302376,48.84302575002787,29.011786503971404,37.319648825275515
28,44.197825021488114,46.95041903987687,29.097759862230223,35.54887179688618
29,38.490535845596334,47.927912915224276,28.34160817959143,34.305220006679725
