minutes,1_pyaes_2000-0-0.0.1,5_pyaes_250-0-0.0.1,3_pyaes_1000-0-0.0.1,4_pyaes_500-0-0.0.1,2_pyaes_1500-0-0.0.1
808,7.660251359472331,17.62431774493716,12.039761429879675,13.340905047709496,5.419358847703705
809,13.171630984364482,16.36859737749924,11.515186687785219,10.80123028414765,10.518165681182516
810,11.08853318749869,13.849267723695329,9.103650342590445,12.550880285905466,6.95713750602098
811,8.322828496930933,14.779478570709003,9.315862596235705,10.581792637499344,13.108044548358796
