minutes,1_pyaes_2000-0-0.0.1,2_pyaes_1500-0-0.0.1,3_pyaes_1000-0-0.0.1,4_pyaes_500-0-0.0.1
855,8.331280848816773,7.464851822662537,6.938852311149866,5.422506488215814
856,9.101523396428725,8.915350996123331,7.048699467362817,4.494255666289753
857,9.043843868906686,6.6437707435016256,5.8451089357414965,3.8430718623728177
858,7.758723958872507,7.641254125879575,6.307366002760394,4.963382248889901
859,7.707386845179146,8.29607276069632,7.0572250002887325,5.317683809644137
