minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
1342,12.023982863037318,17.230568095033007,5.804094989968377,14.61066875642943
1343,11.729271139942327,17.214469436120396,5.891277434987188,17.237448982679027
1344,12.086191131947498,18.04671285968412,5.662135070909489,18.287610697161643
1345,12.653685321648155,17.474195348008593,5.534828074005605,20.78324260764311
1346,12.393555167816345,18.376734561813887,5.856982854581198,21.310888530788933
1347,11.393747188503433,18.65725085999192,5.866525384882857,24.345358567412863
1348,12.009725671317744,18.447158139821525,5.7754225614736,25.458182949257626
1349,15.579732956821609,18.677917018597483,5.928176695156216,25.205982116693512
1350,15.528505663395444,18.889081475898994,6.127876077964143,32.512589499852986
1351,13.932119345422626,19.26756374491692,6.2764511335652635,33.06026032869273
1352,14.426877861800225,20.135032720324386,5.76252273496212,38.84791845002917
1353,12.346227794638011,21.61830643220371,6.202433587746243,43.71901778166669
1354,14.52950837176344,22.09228748204432,5.8602196209160535,46.37761150901416
1355,14.234413378685202,22.49227785913942,6.00674137561357,50.75613172351947
1356,12.912160608359633,21.077662555168747,6.970606145187735,45.623330128782484
1357,14.871283196338828,22.039996680938234,7.111878907038795,52.715809402265556
1358,14.72531761176901,18.710609444735873,7.143533382169784,51.0582312520752
1359,13.136535965210916,23.142089166799995,6.899263283642423,54.860409417263064
1360,15.885405087885506,21.909895562970377,7.0348651820596215,52.66603101039849
1361,14.46116587646054,21.39068338106177,7.255886903312802,52.93287756049851
1362,15.275592178302066,21.672947118435673,6.95579515172494,56.06390441787235
1363,14.61810965348918,21.66787290030131,6.942617854411919,54.69186440624912
1364,15.628765195381934,22.004293800487545,6.246105623631846,63.407199222948144
1365,15.625403427475069,23.460405259476573,6.50209843998557,49.552189443735124
1366,15.587677108567817,20.33222644302308,6.899577736911524,68.90733028711352
1367,15.492517667967766,22.90027056048421,7.043074520535192,58.15931735414729
1368,14.685755767733658,19.37689798115711,6.9314221237166915,66.52069748329421
1369,14.80755468641122,22.60173481137242,7.120907382984192,72.67538033235991
1370,15.76347185810401,22.469565622519166,7.078282456763838,57.18401788194023
1371,15.686514721368027,21.734030040909975,7.0666288860307604,65.44716283485377
1372,14.740508800581692,27.981517832951496,7.6182746947393944,55.365411412607166
