minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
1342,4.696203085974289,7.678381661428777,2.6666045276534724,6.01820468013579
1343,4.645926207455804,7.667257671517461,2.6843413870563433,7.109816460569711
1344,4.819453718185558,8.012189296339528,2.560911470405354,7.628516581145786
1345,5.063738025818891,7.757918933056973,2.4949195718738837,8.75009028086303
1346,4.9969180338078,8.16678495926644,2.6454832604290637,9.021294141658311
1347,4.615473583300915,8.307976285788607,2.629022946535063,10.321615801526509
1348,4.869854740968975,8.195154266666558,2.5972368425432273,10.82283217358322
1349,6.109972577706063,8.316870884959917,2.66329564626869,10.701653177042358
1350,5.839292633172832,8.090331180168107,2.703222158994857,13.34624071894165
1351,5.171440409068869,8.098478599284087,2.713685885077585,13.322541583669562
1352,5.356905017072408,8.336444077993955,2.4692734613196485,15.401103168827285
1353,4.5591510876721975,8.836265465478322,2.6086144692173647,17.142133865623922
1354,5.336104739129841,8.981988244540084,2.437008566251494,18.026825481370423
1355,5.20364218431818,9.134834426010919,2.4667608110761785,19.591304255487582
1356,4.738466490615336,8.515460828381853,2.8455600497279976,17.60607076698829
1357,5.449123500199667,8.912683542141016,2.8943191495532017,20.255438972739242
1358,5.400532341138301,7.554653846713467,2.925173348777295,19.615841021508917
1359,4.800014439272122,9.269576673322845,2.821830963531537,21.024629520182685
1360,5.8142762386000335,8.773038168815392,2.8529700726421923,20.23373572252761
1361,5.342391250626671,8.534708602299231,2.9421724520936725,20.320491560018905
1362,5.657771560750865,8.637063143771426,2.8222636113704693,21.467133719724686
1363,5.4137109100498995,8.590808320120114,2.806247106884525,20.922797475621792
1364,5.760548424873865,8.718502868678481,2.51465882127877,24.2526285545912
1365,5.761025699516401,9.25776210861307,2.611870511078275,18.97806452619801
1366,5.7413253019071755,8.077884156763488,2.7744357966737354,26.43789211532263
1367,5.691219171016454,9.090622531412418,2.857492726993625,22.37591073636408
1368,5.431422432915852,7.732336577700793,2.795147319863711,25.591569328790506
1369,5.491808644232768,9.059283842333969,2.8937222987497195,27.834068173020775
1370,5.8579453016884395,9.013049635130388,2.878750841372423,21.98066749206725
1371,5.801029715159396,8.717813682226623,2.865884940993388,25.16420096861074
1372,5.430518215350425,11.180719895623204,3.0480086237653756,21.311119717464756
