minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
1342,1.3666666666666667,2.0833333333333335,0.7333333333333333,1.2833333333333334
1343,1.5,1.6,0.85,1.4833333333333334
1344,1.5333333333333334,2.25,0.7,0.9166666666666666
1345,0.7166666666666667,1.9333333333333333,0.7166666666666667,1.9
1346,1.1666666666666667,1.35,0.55,2.15
1347,1.0166666666666666,1.0333333333333334,0.6833333333333333,2.4166666666666665
1348,1.0666666666666667,1.9666666666666666,0.5166666666666667,1.6333333333333333
1349,0.9166666666666666,1.4666666666666666,0.48333333333333334,1.9166666666666667
1350,0.55,1.1666666666666667,0.43333333333333335,1.6166666666666667
1351,0.5666666666666667,1.15,0.65,1.4833333333333334
1352,0.7833333333333333,1.05,0.3,1.6166666666666667
1353,0.6,0.6166666666666667,0.5166666666666667,2.0166666666666666
1354,1.0,0.7166666666666667,0.5,1.5833333333333333
1355,1.05,0.65,0.31666666666666665,1.7166666666666666
1356,0.26666666666666666,1.0166666666666666,0.35,2.033333333333333
1357,0.6333333333333333,1.0166666666666666,0.5333333333333333,1.5833333333333333
1358,0.5,0.5833333333333334,0.36666666666666664,2.1666666666666665
1359,0.6333333333333333,0.5833333333333334,0.2833333333333333,2.1166666666666667
1360,0.36666666666666664,1.1,0.4,1.8
1361,0.6666666666666666,1.0333333333333334,0.65,1.45
1362,0.6666666666666666,0.9833333333333333,0.4,1.65
1363,0.75,0.6666666666666666,0.35,1.9
1364,0.6,0.4,0.35,2.216666666666667
1365,0.8,0.9166666666666666,0.3333333333333333,1.65
1366,0.4666666666666667,0.5,0.2833333333333333,2.25
1367,0.36666666666666664,0.95,0.38333333333333336,1.9333333333333333
1368,0.3333333333333333,0.5,0.21666666666666667,2.4166666666666665
1369,0.6166666666666667,0.85,0.55,1.6833333333333333
1370,0.5333333333333333,1.3166666666666667,0.25,1.55
1371,0.5166666666666667,0.65,0.23333333333333334,2.1166666666666667
1372,0.06666666666666667,0.3333333333333333,0.16666666666666666,0.85
