minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
1342,0.9942226333333333,1.6463813166666665,0.4088587166666666,0.9441208500000002
1343,1.1188913166666667,1.3097457999999995,0.4259490666666667,1.1390082333333333
1344,1.1041006333333334,1.776782816666667,0.37699393333333325,0.7362038833333335
1345,0.5390549000000001,1.5350443833333334,0.3745305833333335,1.5456531166666667
1346,0.8179350833333335,1.0612079333333335,0.3117880833333333,1.8033491166666662
1347,0.7660018833333334,0.8381537666666666,0.3494620833333333,2.0409374833333334
1348,0.7676164000000001,1.5586821833333337,0.2723939833333333,1.3960804666666669
1349,0.7072233000000001,1.17691775,0.24763440000000003,1.6500330666666667
1350,0.4365971166666666,0.9165786666666668,0.23031134999999997,1.4130018666666664
1351,0.45386961666666664,0.9017975166666669,0.3498487833333333,1.2904664333333333
1352,0.5778170499999999,0.8114326833333332,0.16005953333333336,1.4473092166666663
1353,0.45641285000000004,0.51441205,0.2639632166666667,1.7615936499999998
1354,0.7477672833333334,0.5801846333333334,0.2427466333333333,1.4255128500000003
1355,0.7659488166666666,0.5160718833333334,0.17144941666666666,1.5430981666666665
1356,0.1910031833333333,0.8208959333333333,0.19526316666666668,1.7896815833333333
1357,0.45351486666666674,0.7869531499999999,0.29632221666666664,1.4597100833333334
1358,0.3534487333333333,0.4499846333333333,0.2001618,1.9931873500000001
1359,0.4540252333333334,0.4501858666666667,0.16574951666666665,1.9269505
1360,0.2761689666666667,0.8751192500000001,0.21099583333333333,1.6344707833333334
1361,0.48952756666666664,0.8427587,0.34713986666666663,1.3166914833333332
1362,0.48994146666666677,0.7916751666666666,0.19578900000000002,1.51928825
1363,0.5802280666666668,0.5200383000000001,0.17805775,1.7183917333333332
1364,0.4516639166666667,0.31894008333333335,0.1640011,2.0625223999999998
1365,0.5803988333333332,0.7097162333333333,0.17708754999999998,1.5294026833333334
1366,0.3434383166666667,0.3853351333333333,0.16566163333333334,2.1029721333333335
1367,0.27860961666666667,0.7379455,0.20772103333333333,1.7726281999999998
1368,0.23415788333333334,0.4216807333333333,0.11183218333333333,2.2297589833333333
1369,0.43738563333333336,0.6737198500000001,0.2855847833333333,1.5999646499999998
1370,0.40247816666666675,1.0341397833333332,0.13236783333333332,1.4279120999999997
1371,0.3569038333333333,0.54593775,0.11344709999999998,1.98107825
1372,0.044668349999999996,0.2577943833333333,0.09975038333333333,0.7841754166666667
