,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
0,59.653358,98.782879,24.531522999999996,56.64725100000001
1,67.13347900000001,78.58474799999998,25.556944,68.340494
2,66.246038,106.60696900000002,22.619635999999996,44.17223300000001
3,32.34329400000001,92.102663,22.47183500000001,92.739187
4,49.07610500000001,63.67247600000001,18.707285,108.20094699999997
5,45.96011300000001,50.289226,20.967724999999998,122.456249
6,46.05698400000001,93.52093100000002,16.343639,83.76482800000001
7,42.433398000000004,70.615065,14.858064000000002,99.00198400000001
8,26.195826999999998,54.99472000000001,13.818680999999998,84.78011199999999
9,27.232177,54.10785100000001,20.990927,77.427986
10,34.669022999999996,48.68596099999999,9.603572000000002,86.83855299999998
11,27.384771,30.864723,15.837793000000003,105.695619
12,44.866037000000006,34.811078,14.564797999999998,85.53077100000002
13,45.956928999999995,30.964313000000004,10.286965,92.58588999999999
14,11.460190999999998,49.253756,11.71579,107.380895
15,27.210892000000005,47.21718899999999,17.779332999999998,87.582605
16,21.206924,26.999077999999997,12.009708,119.59124100000001
17,27.241514000000002,27.011152000000003,9.944970999999999,115.61703
18,16.570138,52.507155000000004,12.659749999999999,98.068247
19,29.371654,50.565522,20.828391999999997,79.00148899999999
20,29.396488000000005,47.50051,11.747340000000001,91.157295
21,34.81368400000001,31.202298000000006,10.683465,103.10350399999999
22,27.099835000000002,19.136405,9.840066,123.75134399999999
23,34.82392999999999,42.582974,10.625252999999999,91.764161
24,20.606299,23.120108,9.939698,126.17832800000001
25,16.716577,44.27673,12.463262,106.35769199999999
26,14.049473,25.300843999999998,6.709931,133.785539
27,26.243138000000002,40.42319100000001,17.135087,95.99787899999998
28,24.148690000000006,62.04838699999999,7.94207,85.67472599999998
29,21.41423,32.756265,6.806825999999999,118.864695
30,2.6801009999999996,15.467662999999998,5.985023,47.050525
