minutes,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1050,1.4188676499999995,1.1456598499999997,1.2736705000000001,0.0
1052,0.7581714999999998,0.5800082000000001,0.7787012833333332,0.0
1053,0.96036495,0.7189060166666669,1.3387812500000003,0.0
1054,0.59557305,0.6454334833333334,1.1085436666666668,0.0
1055,0.6196706833333334,0.7874542666666667,1.2143788333333336,0.0
1056,0.7147504,0.8148050000000001,0.9277371999999998,0.0
1057,0.7282522166666668,0.8824433166666665,1.6383143833333336,0.0
1058,0.7226951499999998,0.55184495,1.8042425999999996,0.0
1059,0.5899683000000002,0.68321535,1.452919616666667,0.0
1060,0.61906815,0.7821907833333336,2.1616083833333337,0.0
1061,0.7838523,0.5463550833333333,1.8617176333333332,0.0
1062,0.9612403666666666,1.56574825,2.420828933333333,0.0
1063,1.07543125,0.7881064833333332,2.4549925999999997,0.0
1064,0.4467223166666666,0.5978393333333335,0.7919628833333334,0.0
