timestamp,load_avg_1minute,cpu_pct,hw_cpu_hz_mean,hw_cpu_hz_max,hw_cpu_hz_min,hw_cpu_hz_std,hw_cpu0_hz,hw_cpu1_hz,hw_cpu2_hz,hw_cpu3_hz,hw_cpu4_hz,hw_cpu5_hz,hw_cpu6_hz,hw_cpu7_hz,hw_cpu8_hz,hw_cpu9_hz,hw_cpu10_hz,hw_cpu11_hz,hw_cpu12_hz,hw_cpu13_hz,hw_cpu14_hz,hw_cpu15_hz,hw_cpu16_hz,hw_cpu17_hz,hw_cpu18_hz,hw_cpu19_hz,hw_cpu20_hz,hw_cpu21_hz,hw_cpu22_hz,hw_cpu23_hz,hw_cpu24_hz,hw_cpu25_hz,hw_cpu26_hz,hw_cpu27_hz,hw_cpu28_hz,hw_cpu29_hz,hw_cpu30_hz,hw_cpu31_hz,hw_cpu32_hz,hw_cpu33_hz,hw_cpu34_hz,hw_cpu35_hz,hw_cpu36_hz,hw_cpu37_hz,hw_cpu38_hz,hw_cpu39_hz,hw_cpu40_hz,hw_cpu41_hz,hw_cpu42_hz,hw_cpu43_hz,hw_cpu44_hz,hw_cpu45_hz,hw_cpu46_hz,hw_cpu47_hz,kern_cpu_hz_mean,kern_cpu_hz_max,kern_cpu_hz_min,kern_cpu_hz_std,kern_cpu0_hz,kern_cpu1_hz,kern_cpu2_hz,kern_cpu3_hz,kern_cpu4_hz,kern_cpu5_hz,kern_cpu6_hz,kern_cpu7_hz,kern_cpu8_hz,kern_cpu9_hz,kern_cpu10_hz,kern_cpu11_hz,kern_cpu12_hz,kern_cpu13_hz,kern_cpu14_hz,kern_cpu15_hz,kern_cpu16_hz,kern_cpu17_hz,kern_cpu18_hz,kern_cpu19_hz,kern_cpu20_hz,kern_cpu21_hz,kern_cpu22_hz,kern_cpu23_hz,kern_cpu24_hz,kern_cpu25_hz,kern_cpu26_hz,kern_cpu27_hz,kern_cpu28_hz,kern_cpu29_hz,kern_cpu30_hz,kern_cpu31_hz,kern_cpu32_hz,kern_cpu33_hz,kern_cpu34_hz,kern_cpu35_hz,kern_cpu36_hz,kern_cpu37_hz,kern_cpu38_hz,kern_cpu39_hz,kern_cpu40_hz,kern_cpu41_hz,kern_cpu42_hz,kern_cpu43_hz,kern_cpu44_hz,kern_cpu45_hz,kern_cpu46_hz,kern_cpu47_hz
2023-04-13 15:34:25.36705906,5.2,3,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619029.7291666667,999947,2100794,545411.1593109039,1000006,1000330,1007326,1000414,1000060,2100195,1000274,1000183,1000059,1000113,2100794,1000619,1000159,1000226,1000222,1000269,1000551,1000587,1000098,1000524,1000412,2100000,999947,1000067,2100000,2100000,2100000,2099998,2099999,2099998,2099998,2100000,2100000,2099999,2099999,2100000,2100003,2100000,2100000,2100000,2100000,2100000,2099999,2100000,2100000,2100000,2099999,2100000
2023-04-13 15:34:27.371062276,5.2,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1593737.1875,1000048,2100003,542702.2949792416,1000338,1000162,1000139,1000109,1000113,1893615,1000129,1000603,1000138,1000071,2099913,1000048,1000237,1000411,1000313,1000227,1000171,1000472,1000387,1100206,1000627,1000190,1000203,1000571,2100000,2100000,2100000,2099998,2099999,2099998,2099998,2100000,2100000,2099999,2099999,2100000,2100003,2100000,2100000,2100000,2100000,2100000,2099999,2100000,2100000,2100000,2099999,2100000
2023-04-13 15:34:29.371074321,5.2,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598000.0,999967,2100003,531814.6914375658,1000099,1459123,1000005,1000141,1000085,1000202,1000168,1000063,999967,1000172,1499947,1000472,1100268,2100000,1000566,1000025,1000152,1000017,1000274,1000035,1000547,1141079,1000207,1000394,2100000,2100000,2100000,2099998,2099999,2099998,2099998,2100000,2100000,2099999,2099999,2100000,2100003,2100000,2100000,2100000,2100000,2100000,2099999,2100000,2100000,2100000,2099999,2100000
2023-04-13 15:34:31.371071372,4.87,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1559292.0416666667,1000046,2100003,542525.4340552447,1000427,1000085,1000244,1000046,1000250,1000123,1165249,1000301,1000048,1000466,1274767,1000305,1000149,1000218,1000149,1000536,1000088,1000114,1000141,1000266,1000563,1000395,1000653,1000443,2100000,2100000,2100000,2099998,2099999,2099998,2099998,2100000,2100000,2099999,2099999,2100000,2100003,2100000,2100000,2100000,2100000,2100000,2099999,2100000,2100000,2100000,2099999,2100000
2023-04-13 15:34:33.371070453,4.87,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1574090.7708333333,1000045,2100343,548358.5506755685,1000141,1000275,1000358,1000174,1000319,1000301,1050718,1000087,1000120,1000280,2100343,1000228,1000389,1000245,1000507,1000327,1000097,1000083,1000045,1000346,1000055,1000314,1000279,1000334,2100000,2100000,2100000,2099998,2099999,2099998,2099998,2100000,2100000,2099999,2099999,2100000,2100003,2100000,2100000,2100000,2100000,2100000,2099999,2100000,2100000,2100000,2099999,2100000
2023-04-13 15:34:35.375084022,4.48,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1551565.2083333333,1000035,2100003,548524.0848358423,1000055,1000097,1000190,1000055,1000080,1000686,1070376,1000358,1000035,1000125,1000401,1000256,1000090,1000177,1000433,1000128,1000061,1000100,1000168,1000384,1000109,1000513,1000060,1000201,2100000,2100000,2100000,2099998,2099999,2099998,2099998,2100000,2100000,2099999,2099999,2100000,2100003,2100000,2100000,2100000,2100000,2100000,2099999,2100000,2100000,2100000,2099999,2100000
2023-04-13 15:34:37.379065558,4.48,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1551196.375,1000059,2100003,548850.5739350733,1000456,1000221,1000231,1000107,1000127,1000229,1051248,1000089,1000179,1000631,1000319,1000409,1000561,1000064,1000275,1000280,1000059,1000072,1000228,1000377,1000514,1000346,1000096,1000316,2100000,2100000,2100000,2099998,2099999,2099998,2099998,2100000,2100000,2099999,2099999,2100000,2100003,2100000,2100000,2100000,2100000,2100000,2099999,2100000,2100000,2100000,2099999,2100000
2023-04-13 15:34:39.375085833,4.48,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552442.6041666667,999909,2100003,547784.6875351947,1000397,1000088,1000282,1000212,1000328,1000287,1111976,1000488,1000355,1000021,1000479,1000024,999909,1000272,1000386,1000356,1000098,999956,1000134,1000100,1000461,1000033,1000142,1000469,2100000,2100000,2100000,2099998,2099999,2099998,2099998,2100000,2100000,2099999,2099999,2100000,2100003,2100000,2100000,2100000,2100000,2100000,2099999,2100000,2100000,2100000,2099999,2100000
2023-04-13 15:34:41.375075545,4.2,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552222.2708333333,999825,2100003,547959.6852933442,1000313,1000419,1000320,1000271,1000172,1000211,1000356,1000222,1000173,1000349,1000542,1000355,1000484,1000275,1000200,1000093,1000268,1000430,1000105,1000122,1000698,999825,1000178,1100296,2100000,2100000,2100000,2099998,2099999,2099998,2099998,2100000,2100000,2099999,2099999,2100000,2100003,2100000,2100000,2100000,2100000,2100000,2099999,2100000,2100000,2100000,2099999,2100000
2023-04-13 15:34:43.387077621,4.2,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1564233.0833333333,999908,2100003,543193.3836545858,1000002,1000454,1000141,1000382,1000513,1000265,1044159,1000177,1000234,1000150,1634138,1000493,1000324,1000234,1000605,999908,1000054,1000143,1000119,1000109,1000088,1000092,1000143,1000269,2100000,2100000,2100000,2099998,2099999,2099998,2099998,2100000,2100000,2099999,2099999,2100000,2100003,2100000,2100000,2100000,2100000,2100000,2099999,2100000,2100000,2100000,2099999,2100000
