minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1165,,,,,
1167,,5.237649365141437,7.988446758592328,11.02386527098155,5.79413596645906
1168,,5.960758958492399,7.6627369999478185,8.720831416955853,5.457590665202656
1169,,5.309848383061949,6.684053676360772,7.33477739541395,5.575660896349174
1170,,5.748056773923497,8.023252084556832,7.850923004684413,7.208607083071206
1171,,5.377833323874294,4.744626068123158,6.139945338251371,4.2004313170448935
1172,,3.1036512148704167,8.140158284301192,9.342095163642991,6.924301334873576
1173,,2.631022542721962,6.810731022404101,9.36797800575831,4.384816523335025
1174,,5.690294794687515,6.725157251909283,7.951275649739146,5.4068812580612295
1175,,5.75735091917617,7.140349055962492,8.463897575313872,5.459482385060943
1176,,5.175305872460536,7.147121855333232,9.166015520261492,5.888520947036953
1177,,4.444334066080865,8.15604544030928,9.13435739204055,5.084001810472853
1178,,5.978086742360448,7.362066055573296,9.05782596611149,5.727063389529027
1179,,,,,
