minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1165,,1.1791090052927877,1.875616796146726,11.92743131774438,38.06487736372379
1167,,1.336648088143614,3.1270826700507883,20.089971442450423,63.7239485910577
1168,,1.254980193905528,3.04474627075882,16.658066857179616,75.38007297859434
1169,,1.0871027961887136,2.478797645911772,17.16792697525093,68.64908985501086
1170,,1.5173354796227259,4.007926805026025,18.20874050797246,96.3954574660246
1171,,1.1497590674419964,2.8236196050405,14.295577379727163,46.893964273240364
1172,,1.448831179081324,3.0043985244953455,21.181954608224682,88.01515230805636
1173,,1.437378862240941,2.5269313034881313,22.12537664540798,49.277705244026556
1174,,1.3061983891718238,2.2872717022129883,13.730039776343506,64.32066272164535
1175,,1.1583377228687337,2.1318992673633304,14.892203762665158,65.34896311822419
1176,,1.1967312902439238,2.7133439184304136,18.67127949949388,67.32141436305982
1177,,1.3283639840608454,2.2430158196703456,18.920649197005925,60.87383388448127
1178,,,,,
