minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1165,0.868898823618185,4.751342025181775,4.491296564051789,0.9954305862673284,
1167,1.4486532957830198,7.954163941160161,7.564916309946919,1.1284286559099863,
1168,1.410510109694729,9.40910711946208,6.272626221547964,1.059482765855954,
1169,1.1483285727367605,8.568930946548676,6.464615002320401,0.9177568561392467,
1170,1.8567134252526045,12.03229380508739,6.856535284131326,1.2809690531283968,
1171,1.3080709013724392,5.853408144463357,5.383026391540533,0.9706527025342905,
1172,1.3918186001411776,10.98624561477196,7.976104612758443,1.2231361676668628,
1173,1.1706269860003125,6.1509519548221885,8.331351944826366,1.2134678618398618,
1174,1.0596022041554367,8.028647116255922,5.170072149570566,1.1027223288756793,
1175,0.9876243213912647,8.157001841849556,5.607687171580038,0.9778949981681043,
1176,1.2569845523026073,8.403207560645358,7.030705206222564,1.010307719222414,
1177,1.039100210166853,7.598406331525754,7.124605832080561,1.121435027206623,
1178,,,,,
