minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1165,,5.546629020926188,9.861865801017,25.124468462225643,89.43511346841606
1167,,5.855166099812543,15.310920896913306,39.40726117873386,139.4226331941914
1168,,5.709211541698559,15.482111195104254,33.93428154455424,171.27906394437122
1169,,4.932834852846867,12.57207172222553,34.88338451165537,155.58553259074148
1170,,6.69338328474843,19.761671480964353,35.96820653869081,212.3875790632038
1171,,5.313519972638477,14.585505137403803,29.583664554636677,108.2432656672585
1172,,6.220173221696936,14.417237328254702,40.72166468799667,188.73420001061234
1173,,6.235024184605908,12.251806686782365,42.97662982825629,106.76424369659573
1174,,6.172045053567363,12.08029424084468,29.051364398027854,151.80249801217678
1175,,5.4169662812812716,11.143649003817947,31.18564255928008,152.63990862918678
1176,,5.406036362057994,13.700202055926372,37.76862645479059,151.89518656710604
1177,,5.967570477783603,11.262961852800625,38.0619726699658,136.59021341075947
1178,,,,,
