minute,perf_rapl,ipmi,x_rest
1167,98.83125,244.27083333333334,145.43958333333333
1168,96.99866666666667,243.28333333333333,146.28466666666665
1169,98.85966666666667,245.43333333333334,146.57366666666667
1170,95.6365,241.65,146.0135
1171,99.6785,243.98333333333332,144.3048333333333
1172,98.99766666666666,243.95,144.9523333333333
1173,94.88898305084746,240.23728813559322,145.34830508474576
1174,104.32466666666666,248.68333333333334,144.35866666666666
1175,103.554,249.98333333333332,146.42933333333335
1176,97.36616666666667,242.25,144.88383333333334
1177,104.47,250.96666666666667,146.49666666666664
1178,100.515,246.26666666666668,145.75166666666667
1179,81.2475,223.5,142.2525
