minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1165,4.568611035467475,11.163488301537388,9.460665576011149,4.682590119593675,
1167,7.092942003489256,17.403040866969445,14.83887787871242,4.943064124916694,
1168,7.172247674572255,21.379430879981037,12.77801716433986,4.819845974008148,
1169,5.824141878195603,19.420529651126156,13.13540366119028,4.164411150697623,
1170,9.154798111114651,26.51068648893965,13.543895423820137,5.6507060987076505,
1171,6.756885671851143,13.511163380179301,11.139784202205535,4.485794169804761,
1172,6.678933873955734,23.558219498011255,15.33381897773575,5.251211422323611,
1173,5.675775797707148,13.32654859268824,16.182930317529227,5.263748942305863,
1174,5.596320888358238,18.948322923541106,10.93934558296446,5.21058053035167,
1175,5.162410322899408,19.05285036543758,11.743012015157813,4.573125891636466,
1176,6.34675988943033,18.959892513588137,14.221846909568752,4.5638986057354645,
1177,5.217683230636514,17.049491976705532,14.332306975378057,5.037958452210007,
1178,,,,,
