timestamp,cpu_pct,cpu_time
2023-04-04 17:14:45.463140649,2,00:00:00
2023-04-04 17:14:45.470140379,2,00:00:00
2023-04-04 17:14:45.476488224,2,00:00:00
2023-04-04 17:14:45.482735073,2,00:00:00
2023-04-04 17:14:45.48885282,2,00:00:00
2023-04-04 17:14:45.495103514,2,00:00:00
2023-04-04 17:14:45.501330307,2,00:00:00
2023-04-04 17:14:45.50925882,2,00:00:00
2023-04-04 17:14:45.519488881,2,00:00:00
2023-04-04 17:14:45.525833259,2,00:00:00
2023-04-04 17:14:45.532214099,2,00:00:00
2023-04-04 17:14:45.538735725,2,00:00:00
2023-04-04 17:14:45.545660366,2,00:00:00
2023-04-04 17:14:45.552725294,2,00:00:00
2023-04-04 17:14:45.559690945,2,00:00:00
2023-04-04 17:14:45.566924489,2,00:00:00
2023-04-04 17:14:45.574261085,2,00:00:00
2023-04-04 17:14:45.582235262,2,00:00:00
2023-04-04 17:14:45.589853572,2,00:00:00
2023-04-04 17:14:45.597956791,2,00:00:00
2023-04-04 17:14:45.605957144,2,00:00:00
2023-04-04 17:14:45.613763807,2,00:00:00
2023-04-04 17:14:45.621432975,2,00:00:00
2023-04-04 17:14:45.629789094,2,00:00:00
2023-04-04 17:14:45.637947754,2,00:00:00
2023-04-04 17:14:45.646423683,2,00:00:00
2023-04-04 17:14:45.654551199,2,00:00:00
2023-04-04 17:14:45.662716537,2,00:00:00
2023-04-04 17:14:45.670597897,2,00:00:00
2023-04-04 17:14:45.678584095,2,00:00:00
2023-04-04 17:14:45.686306505,2.5,00:00:00
2023-04-04 17:14:45.693995114,2.5,00:00:00
2023-04-04 17:14:45.703262716,2.5,00:00:00
2023-04-04 17:14:45.710149241,2.5,00:00:00
2023-04-04 17:14:45.717702915,2.5,00:00:00
2023-04-04 17:14:45.727711038,2.5,00:00:00
2023-04-04 17:14:45.738055393,2.5,00:00:00
2023-04-04 17:14:45.749883312,2.5,00:00:00
2023-04-04 17:14:45.757465757,2.5,00:00:00
2023-04-04 17:14:45.763749938,2.5,00:00:00
2023-04-04 17:14:45.771354906,2.5,00:00:00
2023-04-04 17:14:45.778075178,2.5,00:00:00
2023-04-04 17:14:45.784912829,2.5,00:00:00
2023-04-04 17:14:45.792215158,2.5,00:00:00
2023-04-04 17:14:45.799376696,2.5,00:00:00
2023-04-04 17:14:45.806994059,2.5,00:00:00
2023-04-04 17:14:45.814518059,2.5,00:00:00
2023-04-04 17:14:45.822117058,2.5,00:00:00
2023-04-04 17:14:45.829545452,2.5,00:00:00
2023-04-04 17:14:45.837161446,2.5,00:00:00
2023-04-04 17:14:45.844535556,2.5,00:00:00
2023-04-04 17:14:45.852025507,2.5,00:00:00
2023-04-04 17:14:45.858364949,2.5,00:00:00
2023-04-04 17:14:45.8649556,2.5,00:00:00
2023-04-04 17:14:45.871893496,2.5,00:00:00
2023-04-04 17:14:45.878613071,2.5,00:00:00
2023-04-04 17:14:45.887187639,2.5,00:00:00
