minutes,cnn_image_classification-0-0.0.1,cp,dd-0-0.0.1,pyaes-0-0.0.1
1058,43.866958055677514,,12.731895695389042,19.63822314769083
1060,61.32627185957309,,16.269815291166868,34.85265342009604
1061,72.21451841139985,,14.455241783757838,32.828829818944406
1062,55.74080921995571,,12.558471638076158,28.70089883262491
1063,83.32782180692996,,21.478580321446504,34.354814688485675
1064,49.581475703483655,,15.418758188330843,25.6390706288062
1065,72.95533592897566,,13.639525734951691,27.68780679886447
1066,53.63957850027393,,9.948527718279008,27.05173581659192
1067,37.26494915244915,,10.952857008578142,21.024473188716744
1068,50.99104827399585,,14.365015142685966,24.687537320374812
1069,60.40576754173628,,10.778649379134889,17.750383716357064
1070,,,,
