minutes,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1058,2.6241454025514783,5.5411814279744975,6.218465015278233,
1060,4.782136511507477,7.270969741584758,8.926735294828111,
1061,4.3987707794607624,6.308482201820835,10.265034640503888,
1062,3.6922375832512224,5.2620445788040255,7.607244611712443,
1063,4.690778038059894,9.55182678300315,12.07000009437541,
1064,3.1696375030918236,6.208408839812197,6.502595479951491,
1065,3.507939081699803,5.628418082725022,9.805743296021289,
1066,3.3076994195462133,3.961989378265469,6.957868670039122,
1067,2.4880715728457012,4.221713505345987,4.678409695000554,
1068,2.999287026520424,5.684207727259658,6.571948793415851,
1069,2.10864519372207,4.170457526308369,7.612619843972233,
1070,,,,
