minutes,cnn_image_classification-0-0.0.1,cp,dd-0-0.0.1,pyaes-0-0.0.1
1058,,,,
1060,21.06684807703542,,6.236219537853879,23.3492744739015
1061,25.15766203867482,,6.962202078018744,21.60774020115624
1062,24.93389434583193,,9.397467977367965,17.874216312228697
1063,29.98302153748623,,10.772252810637191,22.38628030649753
1064,24.183207512604483,,9.81643544328747,18.962195306903418
1065,40.596547874583095,,7.272543907935918,22.30088468324686
1066,28.204027087199798,,7.2910171115851465,24.421131931775665
1067,25.037459526847044,,7.460078657371803,19.238185957702882
1068,31.10696598535331,,8.031538002197998,25.596447705627643
1069,33.328232263741945,,7.625105329761796,17.309306060199237
1070,25.39255402851942,,7.6339777871860734,33.15077629302181
1071,,,,
