minutes,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1058,7.479622589590019,10.931527596014824,11.35336262891865,
1060,13.274352362105372,13.969163673078613,15.87206941082318,
1061,12.503537374890037,12.411181983170252,18.690095026801878,
1062,10.931329664378591,10.782626763516234,14.426476062012298,
1063,13.084740206518699,18.441377397722935,21.566368400818433,
1064,9.765169201362408,13.23845126166562,12.832357161034407,
1065,10.545472654604298,11.710813184102417,18.881828629761493,
1066,10.30321189344435,8.541744913247365,13.882649104663399,
1067,8.007604527859048,9.404055885239309,9.644673344775319,
1068,9.402758102610452,12.333713942246064,13.197173625501579,
1069,6.7605999799613485,9.254482282512974,15.633830431301917,
1070,,,,
